의원명,정당,위원회,법안ID,법안명,발의자,위원회명,상태,발의유형
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_R2Q4O0N6V0T4S1T5S4A1Z2X3W9X6T7,차산업 발전 및 차문화 진흥에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_C2A4B0X6X0V4W1V5T4T5B3C1A3B8Z1,해양생태계의 보전 및 관리에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_P2P4N0M6M0L4M1T5U4S8R2R5P1Q1Y5,화훼산업 발전 및 화훼문화 진흥에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_X2F4E0C6B0C4D1C0Y1X0W1U4V9D8C6,수산물 유통의 관리 및 지원에 관한 법률 일부개정법률안,이병진의원 등 11인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_E2F4D0C6C0R4S1Q5R1P5P3O4W9X6V8,식생활교육지원법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_P2N4O0N6N1L0T1U0S5T3R1S5Q2R0Z7,해양치유자원의 관리 및 활용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_S2Q4S0Z6A1Y0Y1X0V5W5D1F5D7D8B9,수상에서의 수색·구조 등에 관한 법률 일부개정법률안,이병진의원 등 12인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_W2V4V0R6S1Q0O1P0N5O7W1W3U3T7U6,수산업·어촌 발전 기본법 일부개정법률안,이병진의원 등 11인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_I2G4F0F6D1E0M1N1L0M7K2I6J4E4F2,해양생태계의 보전 및 관리에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_F2G4E0F6D1T0U1S1T0R9S4Q8Q4Z1X3,농수산물 유통 및 가격안정에 관한 법률 일부개정법률안,이병진의원 등 12인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_X2T4R0S6Q1R0P1Q1Y0Y8W1X7W0U1U1,식물방역법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_C2B4B0Z6A1I0J1H1H0F8E5F7M7N9M8,수의사법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_V2V4E0C6C1A0B1A1A0I6H3H1F9G3E0,선원법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_O2W4B0A6W1V7U1A0A2Y9Y2I8D2C0A6,독도의 지속가능한 이용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_R2Q4P0J6J1X7V1R0Q3N1V2U5T0T6Z8,해양환경 보전 및 활용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_J2I4Q0P6P1O7K1V0V3R2P0M1V8U2S1,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률 일부개정법률안,이병진의원 등 11인,산업통상자원중소벤처기업위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_Y2Y4E0D6C1L7H1J0S3O0N2K6J2I5O4,물환경보전법 일부개정법률안,이병진의원 등 11인,환경노동위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_R2Q4O0N6V0T4S1T5S4A1Z2X3W9X6T7,차산업 발전 및 차문화 진흥에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_C2A4B0X6X0V4W1V5T4T5B3C1A3B8Z1,해양생태계의 보전 및 관리에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_P2P4N0M6M0L4M1T5U4S8R2R5P1Q1Y5,화훼산업 발전 및 화훼문화 진흥에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_X2F4E0C6B0C4D1C0Y1X0W1U4V9D8C6,수산물 유통의 관리 및 지원에 관한 법률 일부개정법률안,이병진의원 등 11인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_E2F4D0C6C0R4S1Q5R1P5P3O4W9X6V8,식생활교육지원법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_P2N4O0N6N1L0T1U0S5T3R1S5Q2R0Z7,해양치유자원의 관리 및 활용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_S2Q4S0Z6A1Y0Y1X0V5W5D1F5D7D8B9,수상에서의 수색·구조 등에 관한 법률 일부개정법률안,이병진의원 등 12인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_W2V4V0R6S1Q0O1P0N5O7W1W3U3T7U6,수산업·어촌 발전 기본법 일부개정법률안,이병진의원 등 11인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_I2G4F0F6D1E0M1N1L0M7K2I6J4E4F2,해양생태계의 보전 및 관리에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_F2G4E0F6D1T0U1S1T0R9S4Q8Q4Z1X3,농수산물 유통 및 가격안정에 관한 법률 일부개정법률안,이병진의원 등 12인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_X2T4R0S6Q1R0P1Q1Y0Y8W1X7W0U1U1,식물방역법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_C2B4B0Z6A1I0J1H1H0F8E5F7M7N9M8,수의사법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_V2V4E0C6C1A0B1A1A0I6H3H1F9G3E0,선원법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_O2W4B0A6W1V7U1A0A2Y9Y2I8D2C0A6,독도의 지속가능한 이용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_R2Q4P0J6J1X7V1R0Q3N1V2U5T0T6Z8,해양환경 보전 및 활용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_J2I4Q0P6P1O7K1V0V3R2P0M1V8U2S1,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률 일부개정법률안,이병진의원 등 11인,산업통상자원중소벤처기업위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_Y2Y4E0D6C1L7H1J0S3O0N2K6J2I5O4,물환경보전법 일부개정법률안,이병진의원 등 11인,환경노동위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_R2Q4O0N6V0T4S1T5S4A1Z2X3W9X6T7,차산업 발전 및 차문화 진흥에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_C2A4B0X6X0V4W1V5T4T5B3C1A3B8Z1,해양생태계의 보전 및 관리에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_P2P4N0M6M0L4M1T5U4S8R2R5P1Q1Y5,화훼산업 발전 및 화훼문화 진흥에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_X2F4E0C6B0C4D1C0Y1X0W1U4V9D8C6,수산물 유통의 관리 및 지원에 관한 법률 일부개정법률안,이병진의원 등 11인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_E2F4D0C6C0R4S1Q5R1P5P3O4W9X6V8,식생활교육지원법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_P2N4O0N6N1L0T1U0S5T3R1S5Q2R0Z7,해양치유자원의 관리 및 활용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_S2Q4S0Z6A1Y0Y1X0V5W5D1F5D7D8B9,수상에서의 수색·구조 등에 관한 법률 일부개정법률안,이병진의원 등 12인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_W2V4V0R6S1Q0O1P0N5O7W1W3U3T7U6,수산업·어촌 발전 기본법 일부개정법률안,이병진의원 등 11인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_I2G4F0F6D1E0M1N1L0M7K2I6J4E4F2,해양생태계의 보전 및 관리에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_F2G4E0F6D1T0U1S1T0R9S4Q8Q4Z1X3,농수산물 유통 및 가격안정에 관한 법률 일부개정법률안,이병진의원 등 12인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_X2T4R0S6Q1R0P1Q1Y0Y8W1X7W0U1U1,식물방역법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_C2B4B0Z6A1I0J1H1H0F8E5F7M7N9M8,수의사법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_V2V4E0C6C1A0B1A1A0I6H3H1F9G3E0,선원법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_O2W4B0A6W1V7U1A0A2Y9Y2I8D2C0A6,독도의 지속가능한 이용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_R2Q4P0J6J1X7V1R0Q3N1V2U5T0T6Z8,해양환경 보전 및 활용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_J2I4Q0P6P1O7K1V0V3R2P0M1V8U2S1,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률 일부개정법률안,이병진의원 등 11인,산업통상자원중소벤처기업위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_Y2Y4E0D6C1L7H1J0S3O0N2K6J2I5O4,물환경보전법 일부개정법률안,이병진의원 등 11인,환경노동위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_R2Q4O0N6V0T4S1T5S4A1Z2X3W9X6T7,차산업 발전 및 차문화 진흥에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_C2A4B0X6X0V4W1V5T4T5B3C1A3B8Z1,해양생태계의 보전 및 관리에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_P2P4N0M6M0L4M1T5U4S8R2R5P1Q1Y5,화훼산업 발전 및 화훼문화 진흥에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_X2F4E0C6B0C4D1C0Y1X0W1U4V9D8C6,수산물 유통의 관리 및 지원에 관한 법률 일부개정법률안,이병진의원 등 11인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_E2F4D0C6C0R4S1Q5R1P5P3O4W9X6V8,식생활교육지원법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_P2N4O0N6N1L0T1U0S5T3R1S5Q2R0Z7,해양치유자원의 관리 및 활용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_S2Q4S0Z6A1Y0Y1X0V5W5D1F5D7D8B9,수상에서의 수색·구조 등에 관한 법률 일부개정법률안,이병진의원 등 12인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_W2V4V0R6S1Q0O1P0N5O7W1W3U3T7U6,수산업·어촌 발전 기본법 일부개정법률안,이병진의원 등 11인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_I2G4F0F6D1E0M1N1L0M7K2I6J4E4F2,해양생태계의 보전 및 관리에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_F2G4E0F6D1T0U1S1T0R9S4Q8Q4Z1X3,농수산물 유통 및 가격안정에 관한 법률 일부개정법률안,이병진의원 등 12인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_X2T4R0S6Q1R0P1Q1Y0Y8W1X7W0U1U1,식물방역법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_C2B4B0Z6A1I0J1H1H0F8E5F7M7N9M8,수의사법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_V2V4E0C6C1A0B1A1A0I6H3H1F9G3E0,선원법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_O2W4B0A6W1V7U1A0A2Y9Y2I8D2C0A6,독도의 지속가능한 이용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_R2Q4P0J6J1X7V1R0Q3N1V2U5T0T6Z8,해양환경 보전 및 활용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_J2I4Q0P6P1O7K1V0V3R2P0M1V8U2S1,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률 일부개정법률안,이병진의원 등 11인,산업통상자원중소벤처기업위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_Y2Y4E0D6C1L7H1J0S3O0N2K6J2I5O4,물환경보전법 일부개정법률안,이병진의원 등 11인,환경노동위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_R2Q4O0N6V0T4S1T5S4A1Z2X3W9X6T7,차산업 발전 및 차문화 진흥에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_C2A4B0X6X0V4W1V5T4T5B3C1A3B8Z1,해양생태계의 보전 및 관리에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_P2P4N0M6M0L4M1T5U4S8R2R5P1Q1Y5,화훼산업 발전 및 화훼문화 진흥에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_X2F4E0C6B0C4D1C0Y1X0W1U4V9D8C6,수산물 유통의 관리 및 지원에 관한 법률 일부개정법률안,이병진의원 등 11인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_E2F4D0C6C0R4S1Q5R1P5P3O4W9X6V8,식생활교육지원법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_P2N4O0N6N1L0T1U0S5T3R1S5Q2R0Z7,해양치유자원의 관리 및 활용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_S2Q4S0Z6A1Y0Y1X0V5W5D1F5D7D8B9,수상에서의 수색·구조 등에 관한 법률 일부개정법률안,이병진의원 등 12인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_W2V4V0R6S1Q0O1P0N5O7W1W3U3T7U6,수산업·어촌 발전 기본법 일부개정법률안,이병진의원 등 11인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_I2G4F0F6D1E0M1N1L0M7K2I6J4E4F2,해양생태계의 보전 및 관리에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_F2G4E0F6D1T0U1S1T0R9S4Q8Q4Z1X3,농수산물 유통 및 가격안정에 관한 법률 일부개정법률안,이병진의원 등 12인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_X2T4R0S6Q1R0P1Q1Y0Y8W1X7W0U1U1,식물방역법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_C2B4B0Z6A1I0J1H1H0F8E5F7M7N9M8,수의사법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_V2V4E0C6C1A0B1A1A0I6H3H1F9G3E0,선원법 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_O2W4B0A6W1V7U1A0A2Y9Y2I8D2C0A6,독도의 지속가능한 이용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_R2Q4P0J6J1X7V1R0Q3N1V2U5T0T6Z8,해양환경 보전 및 활용에 관한 법률 일부개정법률안,이병진의원 등 10인,농림축산식품해양수산위원회,,공동발의
이병진,더불어민주당,"농림축산식품해양수산위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",PRC_J2I4Q0P6P1O7K1V0V3R2P0M1V8U2S1,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률 일부개정법률안,이병진의원 등 11인,산업통상자원중소벤처기업위원회,,공동발의
