naas_cd,naas_nm,naas_ch_nm,naas_en_nm,birth_dt,party,district,district_type,committee,belonging_committee,election_type,gender,phone,email,website,office,photo_url,bio
5K93695T,김승수,金承洙,KIM SEUNGSU,1965-07-05,미래통합당/국민의힘,대구 북구을/대구 북구을,지역구/지역구,문화체육관광위원회,문화체육관광위원회,재선,남,02-784-9518,kiminnotank@naver.com,https://blog.naver.com/kiminnotank,의원회관 710호,https://www.assembly.go.kr/static/portal/img/openassm/new/ed6fa85a063842c59f5cfc4cca90eafb.jpg,[학력] 영신고등학교 졸업 영남대학교 행정학과 학사 美 North Carolina State University (행정학 석사/2002 가을학기~2004 봄학기) [경력] 2025.02 ~ 제22대 국회 한국-과테말라 의원친선협회 회장 2025.01 ~ 제22대 국회 운영위원회 위원 2024.11 ~ 국민의힘 AI 3대강국 도약 특별위원회 콘텐츠분야 소위원장 2024.06 ~ 제22대 국회 문화체육관광위원회 위원 2024.05 ~ 제22대 국회의원(대구 북구을/국민의힘) 2023.06 ~ 국민의힘 약자와의동행위원회 교육문화분과위원장 2023.06 국회 대법관 인사청문특별위원회 위원 2022.12 ~ 2024.05 국민의힘 인구위기특별위원회 위원 2022.01 국민의힘 3.9 재보궐선거 공천관리위원회 위원 2021.12 제20대 대통령선거 국민의힘 윤석열 후보 중앙선거대책위원회 정부혁신정책추진본부장 2021 국회 예산결산특별위원회 위원 2021.09 ~ 제2대 국회 전반기 문화체육관광위원회 간사 2020.10 ~ 국민의힘 제6정책조정위원회 부위원장 2020.05 ~ 국민의힘 원내부대표 2020.05 ~ 제 21대 국회의원 (대구 북구을/국민의힘) (현) 2018.08 ~ 2019.12 자치분권위원회 기획단장 2015.11 ~ 2018.08 대구광역시 행정부시장 2014.11 ~ 2015.11 행정자치부 창조정부기획관 2013.04 ~ 2014.10 경상북도 기획조정실장 2011.02 ~ 2013.03 청와대 기획비서관실 선임행정관 2008.07 ~ 2010.12 주영한국대사관 행안관(참사관) 2007.08 ~ 2008.02 행정자치부 자치행정팀장(3급) 2006.02 ~ 2007.08 행정자치부 지방혁신관리팀 팀장 1988 제 32회 행정고시 합격 (만 23세)
ATB59635,김승원,金勝源,KIM SEUNGWON,1969-07-08,더불어민주당/더불어민주당,경기 수원시갑/경기 수원시갑,지역구/지역구,"정무위원회, 예산결산특별위원회","정무위원회, 예산결산특별위원회",재선,남,02-784-5285,swkimsuwon@gmail.com,http://blog.naver.com/sw_with_suwon,의원회관 928호,https://www.assembly.go.kr/static/portal/img/openassm/new/06249610045b4c5487f9586046460423.jpg,"■ 학력 - 수성고등학교 제31회 졸업 - 서울대학교 법과대학 공법학과 88학번 ■ 주요 경력 - 제21,22대 국회의원(더불어민주당, 경기 수원시갑) - 국회 정무위원회 위원 - 더불어민주당 경기도당위원장 - 전)국회 법제사법위원회 더불어민주당 간사 - 전)더불어민주당 법률위원회 위원장 - 전)더불어민주당 경기도당 부위원장 겸 기율위원장 - 전)더불어민주당 수원시갑지역위원회 지역위원장 - 전) 대통령비서실 정무수석실 행정관 - 전) 법무법인 호민 대표변호사 - 전) 대통령직속 국가균형발전위원회 국민소통 특별위원 - 전) 국가권익위원회 법해석 전문위원 - 전) 경기도 인사소청위원 - 전) 경기도 행정심판위원 - 전) 경기남부경찰청 인권위원장 - 전) 중부지방국세청 자문변호사 - 전) 법무법인 오늘 대표변호사 - 전) 전주&middot;수원지방법원 판사 - 전) 육군 군법무관 - 사법연수원 수료(제28기)"
B7D7534L,김영배,金永培,KIM YOUNGBAE,1967-03-08,더불어민주당/더불어민주당,서울 성북구갑/서울 성북구갑,지역구/지역구,"외교통일위원회, 국회운영위원회","외교통일위원회, 국회운영위원회",재선,남,02-784-1521,yb7841521@gmail.com,https://blog.naver.com/clubyb,의원회관 627호,https://www.assembly.go.kr/static/portal/img/openassm/new/c0f3221352c04fc1bb9b67d8342c75ff.jpg,"■ 학력 -고려대학교 대학원 정치외교학 박사수료 -시라큐스대학교 맥스웰행정대학원 행정학 석사 -고려대학교 정책대학원 도시및지방행정 석사 -고려대학교 정치외교학과 졸 ■ 주요경력 -더불어민주당 최고위원 -더불어민주당 당대표 정무실장 -더불어민주당 원내부대표 -대통령직속 국가균형발전위원회 전략기획위원장 -문재인 정부 청와대 정책조정/민정비서관 -민선 5기,6기 성북구청장 -전국자치분권개헌추진본부 상임대표 -한국인권도시협의회 초대회장 -유니세프 아동친화도시추진 지방정부협의회 초대회장(1,2기) -전국사회연대경제 지방정부협의회 회장 -노무현 정부 청와대 정책기획위/행사기획 비서관 ■ 저서 -정치의 반전을 꿈꾸다. 공저 (2019.12) -마을민주주의시대 마을공화국 (2018.06) -작은민주주의 사람의 마을 (2014.02) -동네안에 국가있다 (2013.04) -작은민주주의 친환경무상급식.공저 (2011.02) -님은 갔지만 보내지 아니하였습니다. 공저 (2010.03)"
5765663F,김영진,金榮鎭,KIM YOUNGJIN,1967-09-10,더불어민주당/더불어민주당/더불어민주당,경기 수원시병/경기 수원시병/경기 수원시병,지역구/지역구/지역구,"기획재정위원회, 정보위원회","기획재정위원회, 정보위원회",3선,남,02-784-8410,youngjink840@naver.com,,의원회관 901호,https://www.assembly.go.kr/static/portal/img/openassm/new/4a532fc2b0bf46fd81d7d51ea73c61be.jpg,- 1967. 충남 예산 출생 - 1992. 중앙대학교 경영학과 졸업 - 2015. 더불어민주당 수원시병 지역위원장 - 2016. 제20대 국회의원 (경기 수원시병/더불어민주당) - 2017. 더불어민주당 전략기획위원장 - 2019. 더불어민주당 민주연구원 부원장 - 2020. 제21대 국회의원(경기 수원시병/더불어민주당) - 2024. 제22대 국회의원(경기 수원시병/더불어민주당) - (전) 더불어민주당 사무총장 - (전) 더불어민주당 원내수석부대표 - (전) 더불어민주당 정무실장 - (전) 국회 운영위원회 간사 - (전) 국회 농림수산식품해양수산위원회 위원 - (전) 국회 기획재정위원회 간사 - (전) 국회 환경노동위원회 간사 - (전) 국회 예산결산특별위원회 위원 - (현) 국회 기획재정위원회 위원 - (현) 국회정보위원회 위원
7BM2933Y,김영호,金映豪,KIM YOUNGHO,1967-09-13,더불어민주당/더불어민주당/더불어민주당,서울 서대문구을/서울 서대문구을/서울 서대문구을,지역구/지역구/지역구,교육위원회,교육위원회,3선,남,02-784-4020~2,kim-youngho@naver.com,https://blog.naver.com/frencisco,의원회관 404호,https://www.assembly.go.kr/static/portal/img/openassm/new/3567968cbf624c2a93cc299e39bee78f.png,[학 력] 북경대학교 졸업(국제학 학사) 서강대학교 졸업(중국학 석사) [경 력] (현) 서울 서대문을 국회의원(제20대&middot;21대&middot;22대) (현) 국회 교육위원회 위원장 (현) 더불어민주당 서대문을 지역위원장 (현) 더불어민주당 더좋은미래 정회원 (현) 국회의원연구단체 &#39;한반도 중심평화네트워크&#39; 대표의원 (현) 국회의원연구단체 &lsquo;일치를 위한 정치포럼&rsquo; 정회원 (현) 국회의원연구단체 &#39;대전환시대 성장포럼&#39; 준회원 (현) 한국아동&middot;인구&middot;환경의원연맹(CPE) 정회원 (현) &lsquo;사단법인 돌바내&rsquo; 정회원 (전) 한-호주 의원친선협회 부회장 (전) 한-아르헨티나 의원친선협회 이사 (전) 한-모잠비크 의원친선협회 이사 (현) 사)세이프키즈코리아 고문 (현) 사)운암김성숙선생기념사업회 이사 (현) 사)민주화추진협의회 부이사장 (현) 사)몽양여운형선생기념사업회 이사 (현) 최운산기념사업회 이사장 (전) 더불어민주당 서울특별시당 위원장 (전) 국회 외교통일위원회 간사 (전) 국회 행정안전위원회 위원 (전) 국회 운영위원회 위원 (전) 국회 예산결산특별위원회 위원 (전) 국회 윤리특별위원회 위원 (전) 국회 공공부문 채용비리 의혹 국정조사특별위원회 위원 (전) 국회 재난안전대책특별위원회 간사 (전) 국회의원연구단체 &lsquo;통일을넘어유라시아로&rsquo; 정회원 (전) 국회의원연구단체 &lsquo;미래경제연구회&rsquo; 준회원 (전) 국회 포스트코로나 내외포럼 회원 (전) 더불어민주당 당대표비서실장 (전) 더불어민주당 제2사무부총장 (전) 더불어민주당 원내부대표 (전) 더불어민주당 제2정조위원장 (전) 더불어민주당 정책위원회 상임부의장 (전) 더불어민주당 세계한인민주회의 부의장 (전) 더불어민주당 재해대책특별위원회 위원장 (전) 더불어민주당 사드대책위원회 간사 (전) 더불어민주당 을지로위원회 위원 (전) 더불어민주당 서민주거TF 위원 (전) 더불어민주당 포항지열발전소&middot;지진대책특별위원회 위원 (전) 더불어민주당 원자력안전대책특별위원회 위원 (전) 더불어민주당 제7정조위원장 (전) 한-파키스탄 의원친선협회 부회장 (전) 한-덴마크 의원친선협회 이사 (전) 한-중 의원외교협의회 회원 (전) 한중청년지도자포럼 대표위원 (전) 스포츠투데이 기자 (전) 사)국제교류연맹 이사
8O34202I,김영환,金永煥,KIM YOUNGWHAN,1971-07-07,더불어민주당,경기 고양시정,지역구,기획재정위원회,기획재정위원회,초선,남,02-784-8731,saseyoung@naver.com,https://blog.naver.com/saseyoung,의원회관 740호,https://www.assembly.go.kr/static/portal/img/openassm/new/8d40913b87064f63bc8f988579103d76.png,[학력] - 한국항공대학교 대학원 정보통신공학 박사수료 - 아이오와주립 대학원 경제학 석사 - 고려대학교 사회학 학사 [주요 경력] - 현) 더불어민주당 고양시정 지역위원장 - 현) (사)기본사회 고양시(정) 상임대표 - 전) 더불어민주당 정책위원회 부의장 - 전) 이재명 경기도지사 인수위 기획재정분과 부위원장 - 전) 문재인정부 국정기획자문위원회(인수위) 전문위원 - 전) 경기도의회 더불어민주당 정책위원장 - 전) 제9대 경기도의회 의원 - 전) 경기도의회 민주통합당 대변인 - 전) 제8대 경기도의회 의원
CNZ51556,김예지,金睿智,KIM YEAJI,1980-12-13,미래한국당/국민의미래,비례대표/비례대표,비례대표/비례대표,보건복지위원회,보건복지위원회,재선,여,02-784-9515,yeajijoy@gmail.com,,의원회관 601호,https://www.assembly.go.kr/static/portal/img/openassm/new/61dedb2de45941fcb00c98ab36eedaac.jpg,"[학 력] 1987.3 ～ 1999.2 국립서울맹학교 (초,중,고) 2000.3 ～ 2004.2 숙명여자대학교 학사 (피아노) 2004.3 ～ 2007.2 숙명여자대학교 교육대학원 석사 (음악교육) 2007.9 ～ 2009.5 존스홉킨스대학교 피바디 음악원 대학원 석사 2010.9 ～ 2014.5 위스콘신대학교 매디슨캠퍼스 대학원 박사 [경 력] 2024.07 ～ (現) 제22대 국회 전반기 보건복지위원회 위원 2025.03 ～ (現) 한-일의원연맹 정회원 2025.02 ～ (現) 국회 재난안전정책포럼 정회원 2024.06 ～ (現) 국회 동물복지국회포럼 정회원 2024.06 ～ (現) 약자의눈 연구책임의원 2020.09 ～ (現) 국민의힘 호남동행국회의원 (광주광역시) 2020.05 ～ 2024.04. 제21대 국회 문화체육관광위원회 위원 2023.12 ～ 2024.04. 국민의힘 비상대책위원 2023.10 ～ 2023.12. 국민의힘 최고위원 2020.12 ～ 2024.04. 국민의힘 장애인위원회 고문 2020.10 ～ 2024.04. 국민의힘 약자와의동행위원회 입법동행분과 위원 2020.06 ～ 2024.04. 국민의힘 저출생대책특별위원회 위원 2020.03 ～ 2020.04. 미래한국당 선거대책위원회 대변인 2019.04 ～ 2020.12. 한국장애예술인협회 이사 2019.03 ～ 2020.02. 숙명여대 문화예술대학원 피아노교수학전공 초빙대우 교수 2018.02 ～ 2020.05. 우리동작장애인자립생활센터 운영위원 2016.01 ～ 2020.02. 하트시각장애인 체임버오케스트라 단원 2015.03 ～ 2019.02. 숙명여대 피아노 실기강사 2015.01 ～ 2020.02. 유니온 앙상블 예술감독 [수 상] 2024. 머니투데이 the300 2024 국정감사 스코어보드대상 2024. 한국유권자총연맹 국정감사 최우수 국회의원 대상 2023. 한국장애인권상 공로상 2023. 국민의힘 국민과 함께하는 필리버스터 우수의원 2023. 한국장애인권포럼 국회 장애인정책 의정활동 우수의원 2023. 교통문화 의정대상 2023. 법률소비자연맹 선정 대한민국 헌정대상 2023. 제1회 대한민국 정치지도자상(보좌진단이 선정한 매너 있는 국회의원) 2023. 대한장애인체육회 장애인체육발전 감사패 수상 2023. 국정감사 NGO모니터단 국리민복상 2022. 한국장애인연맹 공로패 수상 2022. 상반기 참 괜찮은 의원상 2022. 법률소비자연맹 대한민국 헌정대상 2022. 한국사회복지사협회 제21대 국회 전반기 사회복지의정대상 2022. 제9회 국회를 빛낸 바른 정치언어상 바른언어상 2022. 국회의장 공로패 수상 2022. 대한민국예술문화대상 특별 공로상 2021. 한국장애인인권포럼 국회 장애인 정책 우수의원 2020. 제8회 국회의원 아름다운 말 선플상 수상 2020. 국민의힘 2020 국정감사 우수의원 2020. 쿠키뉴스 2020 국정감사 우수의원"
NB64509Z,김용만,金容萬,KIM YONGMAN,1986-08-14,더불어민주당,경기 하남시을,지역구,"정무위원회, 예산결산특별위원회","정무위원회, 예산결산특별위원회",초선,남,02-784-2634,ymk0814@naver.com,https://cafe.naver.com/ymk19190301,의원회관 815호,https://www.assembly.go.kr/static/portal/img/openassm/new/06d58e54e7724b3a81f1a82eff0a40af.png,제22대 국회 전반기 정무위원회 위원 제22대 국회 전반기 여성가족위원회 위원 전) 더불어민주당 원내부대표 제21대 대통령선거 더불어민주당 이재명 후보 선거대책위원회 2수행실장 현) (사)대한민국임시정부기념사업회 이사 대한민국 공군장교 전역 美 조지워싱턴대학교 정치학과 학사 졸업 백범 김구 증손
OFE45081,김용민,金容民,KIM YONGMIN,1976-06-05,더불어민주당/더불어민주당,경기 남양주시병/경기 남양주시병,지역구/지역구,법제사법위원회,법제사법위원회,재선,남,02-784-1530,fopeopler76@gmail.com,http://blog.naver.com/fopeopler,의원회관 922호,https://www.assembly.go.kr/static/portal/img/openassm/new/e8f8918e741b4ae9b72377d8ec299645.png,○경력 - (현) 제22대 국회의원 (경기 남양주시병) - (현) 법제사법위원회 위원 - (전) 산업통상자원중소벤처기업위원회 위원 - (전) 법무법인 양재 대표 변호사 - (전) 법무부 2기 법무검찰개혁위원회 - (전) 법무부 검찰과거사위원회 - (전) 대검찰청 검찰개혁위원회 - (전) 민변 사무차장 ○학력 - 한양대 법학과 졸업 - 한국과학기술원(KAIST) 문술미래대학원 공학석사.
EPI69383,김용태,金龍泰,KIM YONGTAE,1990-10-21,국민의힘,경기 포천시가평군,지역구,"교육위원회, 기후위기 특별위원회, 연금개혁 특별위원회","교육위원회, 기후위기 특별위원회, 연금개혁 특별위원회",초선,남,02-784-3285,official_yt@naver.com,,의원회관 334호,https://www.assembly.go.kr/static/portal/img/openassm/new/ef99cb0a6cee471bb9769a46bc62c459.jpg,[학력] 포천 운담초등학교 잠신중학교 잠신고등학교 광운대학교 환경공학과 학사 고려대학교 그린스쿨대학원 에너지환경정책 석사 [경력] 현) 제22대 국회의원(포천시&middot;가평군) 현) 국민의힘 비상대책위원 현) 국민의힘 정책위원회 기후대응특별위원 전) 국민의 힘 청년최고위원 전) 국민의 힘 중앙청년위원회 위원장 전) 제20대 대통령직인수위원회 경제 2분과위원회 자문위원 전) 국민의힘 선거대책본부 경기도 공동선대위원장 전) 고려대학교 산학협력단 에너지기술공동연구소 보조연구원 전) 고려대학교 산학협력단 그린스쿨 융합연구정책센터 보조연구원
3UI95829,김우영,金宇榮,KIM WOOYOUNG,1969-08-05,더불어민주당,서울 은평구을,지역구,과학기술정보방송통신위원회,과학기술정보방송통신위원회,초선,남,02-784-6201,kimeunpyung0@gmail.com,https://blog.naver.com/ep202,의원회관 809호,https://www.assembly.go.kr/static/portal/img/openassm/new/40b8f61bbb444b429d9fc87fe4dff506.jpg,□ 학력 - 카이스트 미래전략대학원 경영학 석사 - 성균관대학교 국문학과 학사 □ 주요 약력 - (현) 제22대 국회의원 (서울 은평구을/더불어민주당) - (전) 더불어민주당 당대표 정무조정실장 - (전) 서울특별시 정무부시장 - (전) 제18&middot;19대 서울특별시 은평구 구청장
4L695580,김원이,金元二,KIM WONI,1968-11-11,더불어민주당/더불어민주당,전남 목포시/전남 목포시,지역구/지역구,"산업통상자원중소벤처기업위원회, 기후위기 특별위원회","산업통상자원중소벤처기업위원회, 기후위기 특별위원회",재선,남,02-784-5080~2,kimwoni923@gmail.com,http://blog.naver.com/kimwoni8182,의원회관 923호,https://www.assembly.go.kr/static/portal/img/openassm/new/dfa2409a04254cf0bdb4ad2f86092099.jpg,더불어민주당 목포시지역위원회 지역위원장 제22대 국회 산업통상자원중소벤처기업위원회 간사 제21대 국회 전.후반기 보건복지위원회 위원(전) 더불어민주당 대외협력위원장(전) 국회 섬발전연구회 대표의원(전) 더불어민주당 홍보소통위원장(전) 더불어민주당 선거대책위원회 홍보소통본부 부본부장(전) 제21대 국회 전반기 예산결산특별위원회 위원(전) 제21대 국회 전반기 국회운영위원회 위원(전) 서울시 정무부시장(전) 사회부총리 겸 교육부장관 정책보좌관(전) 김대중 대통령 청와대 행정관(전) 김근태 국회의원 보좌관(전) 신안 출생 목포용호초 졸업 목포제일중 졸업 목포마리아회고 졸업 성균관대학교 사학과 졸업
LCZ1711I,김위상,金渭相,KIM WISANG,1959-11-24,국민의미래,비례대표,비례대표,"환경노동위원회, 예산결산특별위원회","환경노동위원회, 예산결산특별위원회",초선,남,02-784-3291,wisangk@naver.com,,의원회관 911호,https://www.assembly.go.kr/static/portal/img/openassm/new/3b0e41223e344b809f45b64084cde1af.png,"전) 한국노총대구지역본부 의장 전) 한국노총 전국 시.도지역본부의장단협의회 회장 전) 한국노동조합총연맹 부위원장 전) 지방선거(제6회, 제7회) 대책위원회 위원장 전) 국민의힘 노동위원회 부위원장 전) 국민통합위원회 대구광역시지역협의회 위원"
5N65159P,김윤,金輪,KIM YOON,1966-05-24,더불어민주연합,비례대표,비례대표,"보건복지위원회, 예산결산특별위원회","보건복지위원회, 예산결산특별위원회",초선,남,02-784-9761,the.kimyoon@gmail.com,,의원회관 933호,https://www.assembly.go.kr/static/portal/img/openassm/new/fc2eace7308a4cbb8ddd26e79a5d08bd.png,-(현) 보건복지위원회 위원 -(전) 서울대학교 의과대학 의료관리학교실 교수 -(전) 제 3대 건강보험심사평가원 심사평가연구소 소장 -(전) 대통령 소속 경제사회노동위원회 보건의료위원회 위원장 -(전) 참여연대 사회복지위원회 위원 -(전) 더좋은보건의료연대 상임대표 -(전) 보건의료노조 정책자문위원회 위원
JZY9937U,김윤덕,金潤德,KIM YUNDUK,1966-05-23,민주통합당/더불어민주당/더불어민주당,전북 전주시완산구갑/전북 전주시갑/전북 전주시갑,지역구/지역구/지역구,문화체육관광위원회,문화체육관광위원회,3선,남,02-784-4367~9,ydkim22@naver.com,,의원회관 808호,https://www.assembly.go.kr/static/portal/img/openassm/new/dea1db9948874498ad1aa3a24c7409a3.jpg,제19&middot;21&middot;22대 전주시갑 국회의원 (현)국토교통부장관 (현)더불어민주당 전주시갑 지역위원장 (전)더불어민주당 사무총장 (전)더불어민주당 당대표 특보단장 (전)더불어민주당 전라북도당위원장 (전)전라북도 경제통상진흥원 원장 (전)시민행동21 공동대표
L5P27909,김은혜,金恩慧,KIM EUNHYE,1971-01-06,미래통합당/국민의힘,경기 성남시분당구갑/경기 성남시분당구을,지역구/지역구,"국토교통위원회, 12.29여객기참사진상규명과피해자및유가족의피해구제를위한특별위원회, 국회운영위원회","국토교통위원회, 12.29여객기참사진상규명과피해자및유가족의피해구제를위한특별위원회, 국회운영위원회",재선,여,02-784-1238,kimeunhye_official@naver.com,https://blog.naver.com/kimeunhye_official,의원회관 622호,https://www.assembly.go.kr/static/portal/img/openassm/new/2d0fedee640c4683b571177b2f21e1c2.jpg,<경력> 제22대 국회의원 제21대 국회의원 현) 국민의힘 원내정책수석부대표 현) 국회 국토교통위원회 위원 현) 국회 운영위원회 위원 전) 국민의힘 정책위원회 수석부의장 전) 대통령실 홍보수석비서관 전) MBN 앵커 &middot; 특임이사 전) KT 커뮤니케이션실 실장(전무) 전) 美 스탠퍼드대학교 아시아태평양연구센터 객원연구원 전) 청와대 대변인 전) MBC 기자 &middot; 앵커 <학력> 연세대학교 언론홍보대학원 석사 이화여자대학교 신문방송학 학사 정신여자고등학교 졸업
X7E7893P,김장겸,金張謙,KIM JANGKYOM,1961-05-08,국민의미래,비례대표,비례대표,과학기술정보방송통신위원회,과학기술정보방송통신위원회,초선,남,02-784-6346,623kimjk@gmail.com,,의원회관 623호,https://www.assembly.go.kr/static/portal/img/openassm/new/51872f0dbc5948d0b7e94700969cf6ec.jpg,[학 력] &middot; 고려대학교 대학원 석사 &middot; 고려대학교 학사 &middot; 마산고등학교 졸업 [경 력] &middot; (현) 제22대 국회의원(비례대표/국민의힘) &middot; (현) 국민의힘 미디어특별위원회 위원 &middot; (전) 국민의힘 가짜뉴스 괴담방지 특별위원회 위원장 &middot; (전) 국민의힘 포털TF 위원장 &middot; (전) MBC 대표이사 &middot; (전) 대법원 양형위원회 양형위원
57B28032,김재섭,金宰燮,KIM JAESUB,1987-06-28,국민의힘,서울 도봉구갑,지역구,"정무위원회, 연금개혁 특별위원회","정무위원회, 연금개혁 특별위원회",초선,남,02-784-3851,dobongstar24@naver.com,https://blog.naver.com/dobongstar24,의원회관 433호,https://www.assembly.go.kr/static/portal/img/openassm/new/4dda6952ecb54d03a2bfc80764322300.png,2024.5~ 제22대 국회의원 (서울 도봉구갑/국민의힘) 2020.9~2024.1 국민의힘 서울특별시당 도봉갑 당협위원장 2020.9~2021.6 국민의힘 비상대책위원회 위원 미래통합당 서울특별시당 도봉갑 당협위원장 2020.6~2020.9 미래통합당 비상대책위원회 위원 2020.1~2020.2 같이오름 창당준비위원회 위원장
DMP1439I,김재원,金載原,KIM JAEWON,1975-08-02,조국혁신당,비례대표,비례대표,"문화체육관광위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회","문화체육관광위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회",초선,여,02-784-7451,jwk@rebuildingk.kr,https://www.riaa.co.kr,의원회관 553호,https://www.assembly.go.kr/static/portal/img/openassm/new/4d3cf1dcfb23411b9ec4bf562f5fe08b.jpg,[경력] 2025.04. ~ 제22대 국회 APEC 정상회의 지원 특별위원회 위원 2024.07. ~ 조국혁신당 문화예술특별위원회 위원장 2024.06. ~ 제22대 국회 문화체육관광위원회 위원 2024.5~ 제22대 국회의원 (비례대표/조국혁신당) 2023.4~2024.5 촛불연대 대표 2022.9~2024.5 바른음원협동조합 이사장 2021.10~2023.10 경기문화재단 이사 2021.10~2022.10 한국음악저작권협회 고충처리위원회 위원 2019.8~2020.2 대경대학교 실용음악과 전임교수 2016.3~2019.2 중부대학교 실용음악과 겸임교수 2008.3~2008.12 백제예술대학교 전통공연예술과 겸임교수 2006.7 동물사랑실천협회 홍보대사 [학력] 고려대학교 대학원 문화콘텐츠 석사 디지털서울문화예술대학교 백제예술대학교 동명여자고등학교 [수상] 2025 한국음악저작권협회 문화예술발전상 2024 시사뉴스 국정감사 우수의원상
E1J8836Y,김정재,金汀才,KIM JUNGJAE,1966-02-15,새누리당/미래통합당/국민의힘,경북 포항시북구/경북 포항시북구/경북 포항시북구,지역구/지역구/지역구,국토교통위원회,국토교통위원회,3선,여,02-784-6831,lawjj@naver.com,,의원회관 914호,https://www.assembly.go.kr/static/portal/img/openassm/new/82a52130b3cd42949f08c91c95b1bd54.png,"현) 제20, 21, 22대 국회의원(포항 북구, 3선) 국회 국토교통위원회 위원 국민의힘 저출생대응특별위원회 위원장 전) 서울특별시의회(7,8대)의원 서울특별시의회 문화체육관광위원회 위원장 새누리당 중앙당 부대변인 자유한국당 원내대변인 국회 운영위원회 위원 국회 과학기술정보방송통신위원회 위원 국회 재난안전대책특별위원회 위원 자유한국당 대표 경북지역 특보 자유한국당 방송장악저지특위 간사 자유한국당 원전대책특위 위원 자유한국당 포항지진대책 TF 간사 19대 대통령선거 자유한국당 중앙선거대책위원회 여성본부 대외협력본부장 자유한국당 신적폐 저지 특별위원회 위원 자유한국당 사회주의 개헌-정책 저지 투쟁본부 위원 국회 산업통상자원중소벤처기업위원회 위원 국회 예산결산특별위원회 위원 국회 여성위원회 간사 국회 국토교통위원회 간사 상훈) 새누리당 국감우수의원상(2016) 입법 및 정책개발 우수 국회의원상(2016) NGO 모니터단 선정 국정감사 우수의원(2016~2024) 자유한국당 국감우수의원상(2017) 한국생활자치대상 국회의원 부분 대상(2017) 법률소비자연맹 선정 제20대 국회 제2차년도 &#39;헌정대상(의정종합대상)&#39;(2018) 한국신문방송인클럽 선정 국회의정대상(2018) 여성정치발전인상(2018)"
9LD2641Q,김정호,金禎鎬,KIM JUNGHO,1960-06-18,더불어민주당/더불어민주당/더불어민주당,경남 김해시을/경남 김해시을/경남 김해시을,지역구/지역구/지역구,"산업통상자원중소벤처기업위원회, 기후위기 특별위원회, 산불피해지원대책 특별위원회","산업통상자원중소벤처기업위원회, 기후위기 특별위원회, 산불피해지원대책 특별위원회",3선,남,02-784-5871,kimjungho3359@daum.net,http://www.kimjungho3359.com,의원회관 609호,https://www.assembly.go.kr/static/portal/img/openassm/new/7d6d00c690814834bdd1fb1c5905a5ef.png,- 국회 산업통상자원중소벤처기업위원회 위원 - 더불어민주당 탄소중립위원장 - 노무현재단 상임운영위원 - 전) 국회 2030 부산세계박람회 유치지원 특별위원회 위원 - 전) 국회 운영위원회 위원 - 전) 국회 기획재정위원회 위원 - 전) 국회 예산결산특별위원회 위원 - 전) 국회 국토교통위원회 위원 - 전) 더불어민주당 사회적경제위원회 위원장 - 전) 더불어민주당 원내선임부대표 - 전) 더불어민주당 원내부대표(2019.5~2020.5) - 전) 더불어민주당 경남도당위원장(2020.08 ~ ) - 전) 더불어민주당 가덕신공항특별위원회 부위원장(2020.12~2022.3) - 전) 더불어민주당 항공우주산업혁신특별위원회 부위원장(2020.2~2020.7) - 전) 더불어민주당 부울경메가시티특별위원회 부위원장(2019.12~2022.1) - 전) 더불어민주당 기후변화대응및에너지전환산업육성특위 위원(2018.10~2020.7) - 전) 농업회사법인(주)봉하마을 대표이사(2008.10. ~ 2018.06) - 전) 노무현 대통령 비서실 기록관리비서관 - 부산대학교 경제학과 졸업
M2Q9024I,김종민,金鍾民,KIM JONGMIN,1964-05-12,더불어민주당/더불어민주당/새로운미래,충남 논산시계룡시금산군/충남 논산시계룡시금산군/세종특별자치시갑,지역구/지역구/지역구,"산업통상자원중소벤처기업위원회, 기후위기 특별위원회","산업통상자원중소벤처기업위원회, 기후위기 특별위원회",3선,남,02-784-5920,withmin413@gmail.com,,의원회관 508호,https://www.assembly.go.kr/static/portal/img/openassm/new/33a7a75a274846b7981941b4c5ea6971.png,"학력 장훈고등학교 서울대학교 국어국문학 학사 주요 경력 내일신문 기자 시사저널 기자 청와대 홍보기획비서관실 행정관 청와대 대변인(노무현정부) 청와대 국정홍보비서관 충청남도 정무부지사 제20대, 21대 국회의원 (논산&middot;계룡&middot;금산) 현) 제22대 국회의원(세종특별자치시갑) 현) 국회 디지털경제3.0포럼 대표의원 현) 국회의장 직속 국민 미래 개헌자문위원회 위원 국회 소속위원회 현) 산업통상자원중소벤처기업위원회 현) 기후위기 특별위원회 전) 정무위원회 전) 법제사법위원회 전) 국회운영위원회 전) 정치개혁특별위원회 전) 헌법개정 및 정치개혁 특별위원회 전) 기획재정위원회 전) 헌법개정특별위원회 전) 예산결산특별위원회 전) 지방재정&middot;분권특별위원회 수상 내역 홍조근정훈장"
