naas_cd,naas_nm,naas_ch_nm,naas_en_nm,birth_dt,party,district,district_type,committee,belonging_committee,election_type,gender,phone,email,website,office,photo_url,bio,era
A3G7464L,김우동,金雨東,,1897-02-23,무소속/자유당,경북 선산군/경북 선산,지역구/지역구,,재정경제위원회/재정경제위원회,재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/A3G7464L.jpg,,"제3대, 제4대"
N2V3369G,김우석,金佑錫,Kim Woo-suk,1936-10-15,통일민주당,서울 송파구갑,지역구,,"재무위원회, 예산결산특별위원회, 행정위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/N2V3369G.jpg,,제13대
KBK9907Z,김우성,金宇城,,1912,무소속,전북 장수,지역구,,농림위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/KBK9907Z.jpg,,제2대
XEK2350H,김우식,金禹植,,1888-02-20,전도회,경북 달성,지역구,,교통체신위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/XEK2350H.jpg,,제헌
T1594364,김우영,金宇營,,1921-03-13,민주공화당,"강원 춘천,춘성",지역구,,"예산결산특별위원회, 국회운영위원회, 교통체신위원회, 법제사법위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/T1594364.jpg,,제7대
3UI95829,김우영,金宇榮,KIM WOOYOUNG,1969-08-05,더불어민주당,서울 은평구을,지역구,과학기술정보방송통신위원회,과학기술정보방송통신위원회,초선,남,02-784-6201,kimeunpyung0@gmail.com,https://blog.naver.com/ep202,의원회관 809호,https://www.assembly.go.kr/static/portal/img/openassm/new/40b8f61bbb444b429d9fc87fe4dff506.jpg,□ 학력 - 카이스트 미래전략대학원 경영학 석사 - 성균관대학교 국문학과 학사 □ 주요 약력 - (현) 제22대 국회의원 (서울 은평구을/더불어민주당) - (전) 더불어민주당 당대표 정무조정실장 - (전) 서울특별시 정무부시장 - (전) 제18&middot;19대 서울특별시 은평구 구청장,제22대
R0R5064P,김우평,金佑枰,,1897-11-15,민주당,전남 여천,지역구,,보건사회위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/R0R5064P.jpg,,제5대
QG29833U,김운용,金雲龍,Kim Un-yong,1931-03-19,새천년민주당,비례대표,비례대표,,"과학기술정보통신위원회, 2010년평창동계올림픽유치특별위원회, 건설교통위원회, 산업자원위원회, 통일외교통상위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/QG29833U.jpg,,제16대
IS69175A,김운환,金운桓,"Kim, Woon-hwan",1946-12-13,통일민주당/민주자유당/신한국당,부산 해운대구/부산 해운대구 기장군갑,전국구/지역구/지역구,,"상공위원회, 5.18광주민주화운동진상조사특별위원회, 지역감정해소특별위원회, 예산결산특별위원회, 제5공화국에있어서의정치권력형비리조사특별위원회, 건설위원회/건설교통위원회, 교통위원회, 우루과이라운드대책을위한특별위원회, 예산결산특별위원회, 교통체신위원회, 국회운영위원회, 동력자원위원회/예산결산특별위원회, 2002년월드컵등국제경기대회지원특별위원회, 건설교통위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/IS69175A.jpg,,"제13대, 제14대, 제15대"
LQW3652K,김웅,金雄,KIM WOONG,1970-05-05,미래통합당,서울 송파구갑,지역구,,,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/LQW3652K.jpg,1970년 5월 5일 생 ■ 학력 · 순천고등학교 · 서울대학교 정치학과 · 제29기 사법연수원 수료 · 제39회 사법고시 합격 ■ 경력 (현) 제21대 국회의원(서울 송파구갑) (전) 법무연수원 교수 (전) 대검찰청 검찰연구관 (전) 대검찰청 미래기획·형사정책단장 (전) 인천지방검찰청 부장검사 (전) 제32대 광주지방검찰청 해남지청장 (전) 서울중앙지방검찰청 부부장검사 (전) 교육과학기술부장관 법무보좌관 (전) 법무부 법무심의관실 검사,제21대
D831681G,김웅권,金雄權,,1997-00-00,무소속,경기 파주,지역구,,법제사법위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/D831681G.jpg,,제헌
4MX48617,김웅진,金雄鎭,,1905-10-11,무소속/대한국민당,경기 수원을/경기 화성을,지역구/지역구,,"법제사법위원회, 교통체신위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/4MX48617.jpg,,"제헌, 제2대"
OM981305,김원규,金元圭,,1910-06-17,자유당/자유당/자유당,경북 영덕군/경북 영덕/경북 영덕군,지역구/지역구,,상공위원회/상공위원회/상공위원회,재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/OM981305.jpg,,"제3대, 제4대, 제4대"
BO72911N,김원규,金元圭,,1925-10-15,민주공화당,경남 울산시울주구,지역구,,"예산결산특별위원회, 교통체신위원회, 내무위원회, 상공위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/BO72911N.jpg,,제9대
4RF2451S,김원기,金元基,"Kim, Won-ki",1937-02-16,신민당/민주한국당/평화민주당/민주당/새천년민주당/열린우리당,"전북 정읍시,김제군/전북 정주시,정읍,고창군/전북 정주시,정읍/전북 정주시정읍군/전라북도 정읍시/전라북도 정읍시",지역구/지역구/지역구/지역구/지역구/지역구,,"국회운영위원회, 건설위원회/경제과학위원회, 상공위원회, 예산결산특별위원회, 내무위원회/노동위원회, 교육체육청소년위원회, 문교체육위원회, 문교공보위원회, 외무통일위원회, 경제과학위원회, 국회운영위원회/통일외무위원회, 농림수산위원회, 외무통일위원회, 상공자원위원회, 윤리특별위원회, 상공위원회/교육위원회, 통일외교통상위원회, 건설교통위원회, 산업자원위원회/건설교통위원회, 통일외교통상위원회",6선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/4RF2451S.jpg,,"제10대, 제11대, 제13대, 제14대, 제16대, 제17대"
YEB5724H,김원길,金元吉,"Kim, Won-gil",1943-01-02,민주당/새정치국민회의/새천년민주당,서울 도봉구을/서울 강북구갑/서울특별시 강북구갑,지역구/지역구/지역구,,"예산결산특별위원회, 재정경제위원회, 우루과이라운드대책을위한특별위원회, 재무위원회/과학기술정보통신위원회, IMF환란원인규명과경제위기진상조사를위한국정조사특별위원회, 정무위원회, 국방위원회, 한보사건국정조사특별위원회, 예산결산특별위원회, 국제경쟁력강화및경제제도개혁에관한특별위원회, 재정경제위원회/문화관광위원회, 환경노동위원회, 정무위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/YEB5724H.jpg,,"제14대, 제15대, 제16대"
6W47398I,김원만,金元萬,,1908-08-11,민주당/민주당/신민당/신민당/신민당,"서울 용산구을/서울 용산구을/서울 용산구/서울 용산구/서울 마포,용산구",지역구/지역구/지역구/지역구/지역구,,"상공위원회, 교통체신위원회/상공위원회/국회의원겸직사실유무에대한조사특별위원회, 법제사법위원회, 외자도입특별국정감사특별위원회, 상공위원회, 예산결산특별위원회, 내무위원회/경제의안정과성장에관한긴급명령심사특별위원회, 상공위원회/예산결산특별위원회, 상공위원회",5선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/6W47398I.jpg,,"제4대, 제5대, 제7대, 제8대, 제9대"
OKR39415,김원웅,金元雄,"Kim, Won-wung",1944-03-08,민주당/한나라당/열린우리당,대전광역시 대덕구/대전광역시 대덕구/대전광역시 대덕구,지역구/지역구/지역구,,"통일외무위원회, 국회운영위원회, 여성특별위원회, 교육위원회, 예산결산특별위원회, 대전세계박람회지원특별위원회, 교육체육청소년위원회/과거사진상규명에관한특별위원회, 환경노동위원회, 과학기술정보통신위원회, 농림해양수산위원회, 문화관광위원회, 일본역사교과서왜곡시정을위한특별위원회, 기후변화협약대책특별위원회, 2002년월드컵등국제경기대회지원특별위원회, 예산결산특별위원회, 통일외교통상위원회/윤리특별위원회, 통일외교통상위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/OKR39415.jpg,,"제14대, 제16대, 제17대"
4L695580,김원이,金元二,KIM WONI,1968-11-11,더불어민주당/더불어민주당,전남 목포시/전남 목포시,지역구/지역구,"산업통상자원중소벤처기업위원회, 기후위기 특별위원회","산업통상자원중소벤처기업위원회, 기후위기 특별위원회",재선,남,02-784-5080~2,kimwoni923@gmail.com,http://blog.naver.com/kimwoni8182,의원회관 923호,https://www.assembly.go.kr/static/portal/img/openassm/new/dfa2409a04254cf0bdb4ad2f86092099.jpg,더불어민주당 목포시지역위원회 지역위원장 제22대 국회 산업통상자원중소벤처기업위원회 간사 제21대 국회 전.후반기 보건복지위원회 위원(전) 더불어민주당 대외협력위원장(전) 국회 섬발전연구회 대표의원(전) 더불어민주당 홍보소통위원장(전) 더불어민주당 선거대책위원회 홍보소통본부 부본부장(전) 제21대 국회 전반기 예산결산특별위원회 위원(전) 제21대 국회 전반기 국회운영위원회 위원(전) 서울시 정무부시장(전) 사회부총리 겸 교육부장관 정책보좌관(전) 김대중 대통령 청와대 행정관(전) 김근태 국회의원 보좌관(전) 신안 출생 목포용호초 졸업 목포제일중 졸업 목포마리아회고 졸업 성균관대학교 사학과 졸업,"제21대, 제22대"
V8G24132,김원전,金元全,,1918-08-20,자유당,전북 군산,지역구,,재정경제위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/V8G24132.jpg,,제4대
UKP8791T,김원중,金元中,,1905-02-30,자유당,전북 이리,지역구,,"농림위원회, 교통체신위원회, 국회운영위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/UKP8791T.jpg,,제4대
QVM2127M,김원태,金元泰,,1909-08-29,자유당/민주공화당/민주공화당,"충북 괴산군/충북 괴산군/충북 진천,괴산,음성군",지역구/지역구/지역구,,"내무위원회/농림위원회/예산결산특별위원회, 농수산위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/QVM2127M.jpg,,"제4대, 제8대, 제9대"
LCZ1711I,김위상,金渭相,KIM WISANG,1959-11-24,국민의미래,비례대표,비례대표,"환경노동위원회, 예산결산특별위원회","환경노동위원회, 예산결산특별위원회",초선,남,02-784-3291,wisangk@naver.com,,의원회관 911호,https://www.assembly.go.kr/static/portal/img/openassm/new/3b0e41223e344b809f45b64084cde1af.png,"전) 한국노총대구지역본부 의장 전) 한국노총 전국 시.도지역본부의장단협의회 회장 전) 한국노동조합총연맹 부위원장 전) 지방선거(제6회, 제7회) 대책위원회 위원장 전) 국민의힘 노동위원회 부위원장 전) 국민통합위원회 대구광역시지역협의회 위원",제22대
ZUT6127K,김유복,金遺腹,,1925-06-01,유신정우회/한국국민당,,통일주체국민회의/전국구,,"예산결산특별위원회, 내무위원회, 교통체신위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/ZUT6127K.jpg,,"제10대, 제11대"
3JF36639,김유상,金裕祥,,1937-10-07,민주정의당,,전국구,,"상공위원회, 경제과학위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/3JF36639.jpg,,제11대
QNI3781H,김유정,金裕貞,KIM YOO-JUNG,1969-01-18,통합민주당,비례대표,비례대표,,"장애인에 대한 성폭력 등 인권침해 방지대책특별위원회, 정치개혁특별위원회, 국무총리(김황식) 임명동의에 관한 인사청문특별위원회, 여성가족위원회, 교육과학기술위원회, 중앙선거관리위원회위원(이한구)선출에 관한 인사청문특별위원회, 국회운영위원회, 독도영토수호대책특별위원회, 행정안전위원회",초선,여,,,,,https://www.assembly.go.kr/static/portal/img/openassm/QNI3781H.jpg,,제18대
L385875M,김유진,金裕珍,Kim Yoo-jin,1941-06-05,민주당,,전국구,,재정경제위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/L385875M.jpg,,제14대
3RK7299O,김유탁,金裕琸,,1925-05-19,민주공화당/민주공화당/민주공화당/민주공화당,"경기 고양/경기 고양시,김포,강화군/경기 고양시,김포,강화군",전국구/지역구/지역구/지역구,,"예산결산특별위원회, 재정경제위원회/경제의안정과성장에관한긴급명령심사특별위원회, 재무위원회/경제과학위원회, 예산결산특별위원회, 재무위원회/국방위원회, 예산결산특별위원회, 경제과학위원회",4선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/3RK7299O.jpg,,"제7대, 제8대, 제9대, 제10대"
Z4J7464J,김유택,金裕澤,,1911-04-10,민주공화당,충북 제천시단양군,지역구,,"국방위원회, 재정경제위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/Z4J7464J.jpg,,제7대
5N65159P,김윤,金輪,KIM YOON,1966-05-24,더불어민주연합,비례대표,비례대표,"보건복지위원회, 예산결산특별위원회","보건복지위원회, 예산결산특별위원회",초선,남,02-784-9761,the.kimyoon@gmail.com,,의원회관 933호,https://www.assembly.go.kr/static/portal/img/openassm/new/fc2eace7308a4cbb8ddd26e79a5d08bd.png,-(현) 보건복지위원회 위원 -(전) 서울대학교 의과대학 의료관리학교실 교수 -(전) 제 3대 건강보험심사평가원 심사평가연구소 소장 -(전) 대통령 소속 경제사회노동위원회 보건의료위원회 위원장 -(전) 참여연대 사회복지위원회 위원 -(전) 더좋은보건의료연대 상임대표 -(전) 보건의료노조 정책자문위원회 위원,제22대
JZY9937U,김윤덕,金潤德,KIM YUNDUK,1966-05-23,민주통합당/더불어민주당/더불어민주당,전북 전주시완산구갑/전북 전주시갑/전북 전주시갑,지역구/지역구/지역구,문화체육관광위원회,문화체육관광위원회,3선,남,02-784-4367~9,ydkim22@naver.com,,의원회관 808호,https://www.assembly.go.kr/static/portal/img/openassm/new/dea1db9948874498ad1aa3a24c7409a3.jpg,제19&middot;21&middot;22대 전주시갑 국회의원 (현)국토교통부장관 (현)더불어민주당 전주시갑 지역위원장 (전)더불어민주당 사무총장 (전)더불어민주당 당대표 특보단장 (전)더불어민주당 전라북도당위원장 (전)전라북도 경제통상진흥원 원장 (전)시민행동21 공동대표,"제19대, 제21대, 제22대"
L0D6699O,김윤덕,金胤德,,1834-07-15,신민당/신민당/신민당,"전남 광산,나주/전남 광산,나주",전국구/지역구/지역구,,"보건사회위원회/예산결산특별위원회, 보건사회위원회/보건사회위원회",3선,여,,,,,https://www.assembly.go.kr/static/portal/img/openassm/L0D6699O.jpg,,"제8대, 제9대, 제10대"
3303406C,김윤식,金允植,,1914-11-08,민주당,경기 용인,지역구,,재정경제위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/3303406C.jpg,,제5대
EH73790O,김윤식,金允式,Kim Yun-seek,1947-08-10,새천년민주당,경기도 용인시을,지역구,,"보훈특별위원회, 윤리특별위원회, 공적자금국정조사특별위원회, 정무위원회, 실업대책특별위원회, 기후변화협약대책특별위원회, 한빛은행대출관련의혹사건등의진상조사를위한국정조사특별위원회, 건설교통위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/EH73790O.jpg,,제16대
9AE30974,김윤하,金潤河,,1930-01-24,무소속,"경북 김천시,금릉,상주군",지역구,,"예산결산특별위원회, 경제과학위원회, 재무위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/9AE30974.jpg,,제9대
PMN7940F,김윤환,金潤煥,"Kim, Yoon-whan",1932-06-07,유신정우회/민주정의당/민주정의당/민주자유당/신한국당,"경북 군위,선산/경북 군위,선산/경북 구미시을",통일주체국민회의/전국구/지역구/지역구/지역구,,"농수산위원회/상공위원회, 건설위원회, 예산결산특별위원회, 외무위원회/노동위원회, 국회운영위원회, 동력자원위원회/통신과학기술위원회, 통일외무위원회, 행정경제위원회, 내무위원회, 행정위원회/통일외교통상위원회, 통일외무위원회",5선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/PMN7940F.jpg,,"제10대, 제11대, 제13대, 제14대, 제15대"
1VS9671T,김은하,金殷夏,,1923-07-24,민정당/신민당/신민당/신민당/신민당/민주한국당,"경기 인천시을/경기 인천시을/경기 인천시을/경기 인천/경기 인천/경기 인천시,중,남구",지역구/지역구/지역구/지역구/지역구/지역구,,"예산결산특별위원회, 교통체신위원회/남영호침몰사건진상조사특별위원회, 국회법중개정법률안기초특별위원회, 예산결산특별위원회, 교통체신위원회, 국회운영위원회/건설위원회, 교통체신위원회, 국회운영위원회, 국회상임위원회위원정수에관한규칙중개정안기초특별위원회/예산결산특별위원회, 교통체신위원회, 국회운영위원회/교통체신위원회/교통체신위원회, 외무위원회",6선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/1VS9671T.jpg,,"제6대, 제7대, 제8대, 제9대, 제10대, 제11대"
L5P27909,김은혜,金恩慧,KIM EUNHYE,1971-01-06,미래통합당/국민의힘,경기 성남시분당구갑/경기 성남시분당구을,지역구/지역구,"국토교통위원회, 12.29여객기참사진상규명과피해자및유가족의피해구제를위한특별위원회, 국회운영위원회","국토교통위원회, 12.29여객기참사진상규명과피해자및유가족의피해구제를위한특별위원회, 국회운영위원회",재선,여,02-784-1238,kimeunhye_official@naver.com,https://blog.naver.com/kimeunhye_official,의원회관 622호,https://www.assembly.go.kr/static/portal/img/openassm/new/2d0fedee640c4683b571177b2f21e1c2.jpg,<경력> 제22대 국회의원 제21대 국회의원 현) 국민의힘 원내정책수석부대표 현) 국회 국토교통위원회 위원 현) 국회 운영위원회 위원 전) 국민의힘 정책위원회 수석부의장 전) 대통령실 홍보수석비서관 전) MBN 앵커 &middot; 특임이사 전) KT 커뮤니케이션실 실장(전무) 전) 美 스탠퍼드대학교 아시아태평양연구센터 객원연구원 전) 청와대 대변인 전) MBC 기자 &middot; 앵커 <학력> 연세대학교 언론홍보대학원 석사 이화여자대학교 신문방송학 학사 정신여자고등학교 졸업,"제21대, 제22대"
MSO2590I,김은희,金恩希,KIM EUNHEE,1991-06-10,국민의힘,비례대표,비례대표,,,초선,여,,,,,https://www.assembly.go.kr/static/portal/img/openassm/MSO2590I.jpg,■ 학력 원광대학교 스포츠과학 학사 호남대학교 물리치료학과 학사 원광대학교 체육교육학 석사 ■ 경력 제21대 국회의원 (국민의힘/비례대표) 국회 과학기술정보방송통신위원회 위원 前 서울올림픽기념 국민체육진흥공단 비상임 이사 前 국가인권위원회 스포츠특별조사단 자문위원 前 스포츠윤리센터 교육홍보 자문위원 前 고양실내테니스연습장 대표 前 고양루프탑테니스 대표 前 고양테니스아카데미 헤드코치,제21대
3538970J,김을동,金乙東,KIM Eul Dong,1945-09-05,친박연대/새누리당,비례대표/서울 송파구병,비례대표/지역구,,"대법원장(양승태) 임명동의에 관한 인사청문특별위원회, 독도영토수호대책특별위원회, 규제개혁특별위원회, 문화체육관광방송통신위원회/정무위원회, 미래창조과학방송통신위원회, 국회운영위원회, 문화체육관광방송통신위원회",재선,여,,,,,https://www.assembly.go.kr/static/portal/img/openassm/3538970J.jpg,,"제18대, 제19대"
FCH98394,김응조,金應祚,,1909-10-14,무소속,강원 고성,지역구,,국방위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/FCH98394.jpg,,제5대
IAJ7601G,김응주,金應柱,,1910-10-16,민주당/민주당/신민당/신민당,"경남 부산시,중구/경남 부산시,중구/부산 중구/부산 중구",지역구/지역구/지역구/지역구,,"상공위원회/상공위원회/남영호침몰사건진상조사특별위원회, 법제사법위원회, 6.8선거부정조사특별위원회법제정특별위원회, 내무위원회, 특별국정감사특별위원회, 상공위원회, 예산결산특별위원회, 건설위원회/상공위원회, 국회상임위원회위원정수에관한규칙중개정안기초특별위원회",4선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/IAJ7601G.jpg,,"제4대, 제5대, 제7대, 제8대"
FIC9046Z,김의겸,金宜謙,KIMEUIKYEOM,1963-05-22,열린민주당,비례대표,비례대표,,,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/FIC9046Z.jpg,"Kim Eui Kyeom (전)청와대 대변인 (전)한겨레신문 편집국 선임기자, 논설위원 고려대학교 법학과 졸업 (1988년) 군산제일고등학교 졸업 (1982년)",제21대
Y7P9761E,김의재,金義在,"Kim, Uei-jae",1937-06-21,자유민주연합,경기 시흥,지역구,,"건설교통위원회, 농림해양수산위원회, 환경노동위원회, 과학기술정보통신위원회, 예산결산특별위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/Y7P9761E.jpg,,제15대
FY962400,김의준,金意俊,,1909-04-28,무소속/무소속/자유당,경기 여주/경기 여주군/경기 여주군,지역구/지역구/지역구,,"법제사법위원회/법제사법위원회, 교통체신위원회/외무위원회, 법제사법위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/FY962400.jpg,,"제2대, 제3대, 제4대"
QHN2542J,김의택,金義澤,,1909-02-06,무소속/민주당/민주당/신민당,전남 함평군/전남 함평군/전남 함평군,지역구/지역구/지역구/전국구,,"내무위원회/양민학살사건진상조사특별위원회, 내무위원회/내무위원회/내무위원회",4선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/QHN2542J.jpg,,"제3대, 제4대, 제5대, 제8대"
C016983U,김이권,金貳權,,1921-06-25,신민당,경남 창녕,지역구,,"예산결산특별위원회, 건설위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/C016983U.jpg,,제8대
Q0G1675P,김익기,金翼基,,1916-02-19,대한독립촉성국민회/무소속/자유당/자유당/민정당,경북 안동갑/경북 안동을/경북 안동을/경북 안동을,지역구/지역구/지역구/지역구/전국구,,"법제사법위원회/재정경제위원회/보건사회위원회/재정경제위원회, 보건사회위원회/농림위원회, 국회운영위원회, 법제사법위원회",5선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/Q0G1675P.jpg,,"제헌, 제2대, 제3대, 제4대, 제6대"
ALP55797,김익노,金益魯,,1905-04-15,무소속/무소속/자유당/자유당/자유당,경북 영일을/경북 영일을/경북 영일군을/경북 영일군을/경북 영일군을,지역구/지역구/지역구/지역구,,"재정경제위원회/국회운영위원회, 농림위원회, 상공위원회/보건사회위원회, 외무위원회/보건사회위원회, 외무위원회, 국방위원회, 법제사법위원회/보건사회위원회, 외무위원회, 국방위원회, 법제사법위원회",4선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/ALP55797.jpg,,"제헌, 제2대, 제3대, 제4대, 제4대"
3M79432H,김익준,金益俊,,1916-01-16,민주공화당/유신정우회,,전국구/통일주체국민회의,,"남영호침몰사건진상조사특별위원회, 법제사법위원회, 국방위원회, 특별국정감사특별위원회, 국회운영위원회, 상공위원회/상공위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/3M79432H.jpg,,"제7대, 제9대"
UH71200L,김인,金仁,,1924-02-15,민주공화당,경북 상주,지역구,,"외무위원회, 교통체신위원회, 재무위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/UH71200L.jpg,,제8대
SRH7774W,김인곤,金仁坤,"Kim, In-kon",1928-06-26,신민주공화당/민주당/새정치국민회의,"전남 함평,영광군/전남 함평,영광군",전국구/지역구/지역구,,"교육체육청소년위원회, 문교체육위원회, 문화공보위원회, 동력자원위원회, 5.18광주민주화운동진상조사특별위원회, 문교공보위원회/우루과이라운드대책을위한특별위원회, 예산결산특별위원회, 농림수산위원회/보건복지위원회, 농림해양수산위원회, 정무위원회, 행정위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/SRH7774W.jpg,,"제13대, 제14대, 제15대"
7E87111Z,김인기,金寅起,,1922-08-04,무소속,"강원 속초,고성,양양,인제",지역구,,"예산결산특별위원회, 법제사법위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/7E87111Z.jpg,,제9대
FII6987E,김인기,金仁基,Kim In-ki,1933-03-12,민주정의당,,전국구,,"예산결산특별위원회, 교통체신위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/FII6987E.jpg,,제13대
ZXE29186,김인선,金仁善,,1922,애국단체연합회,제주 북제주갑,지역구,,교통체신위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/ZXE29186.jpg,,제2대
SNQ8811F,김인식,金仁湜,,1913-12-23,대동청년당,경기 옹진을,지역구,,,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/SNQ8811F.jpg,,제헌
04Z5194C,김인영,金仁泳,"Kim, In-young",1939-12-26,민주정의당/민주자유당/신한국당,경기 수원시갑/경기 수원시권선구갑/경기 수원시권선구,지역구/지역구/지역구,,"예산결산특별위원회, 제5공화국에있어서의정치권력형비리조사특별위원회, 보건사회위원회/농림수산위원회, 국회운영위원회, 교육위원회, 교육체육청소년위원회/정보위원회, 재정경제위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/04Z5194C.jpg,,"제13대, 제14대, 제15대"
7F37830T,김인태,金仁泰,,1904-00-00,무소속,경기 화성갑,지역구,,농림위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/7F37830T.jpg,,제2대
0FI5654U,김인호,金仁浩,,1900-02-16,자유당,"경남 부산시,동래구",지역구,,상공위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/0FI5654U.jpg,,제4대
AD642396,김일,金一,,1900-08-08,자유당,서울 성북구,지역구,,"국회운영위원회, 보건사회위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/AD642396.jpg,,제3대
60H5229G,김일동,金日東,Kim Ill-dong,1938-08-18,통일민주당,"강원 삼천시,군",지역구,,"교육체육청소년위원회, 문교체육위원회, 예산결산특별위원회, 세계잼버리지원특별위원회, 상공위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/60H5229G.jpg,,제13대
UY23844S,김일윤,金一潤,KIM IL YUN,1938-12-17,민주한국당/민주정의당/무소속/한나라당/무소속,"경북 경주시월성,청도군/경북 경주시/경북 경주시갑/경상북도 경주시/경북 경주시",지역구/지역구/지역구/지역구/지역구,,"예산결산특별위원회, 농수산위원회, 상공위원회, 문교공보위원회/보건사회위원회, 내무위원회, 문교공보위원회/예산결산특별위원회, 건설교통위원회/2003년대구하계유니버시아드대회지원특별위원회, 법제사법위원회, 행정자치위원회, 예산결산특별위원회, 문화관광위원회/독도영토수호대책특별위원회, 외교통상통일위원회",5선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/UY23844S.jpg,,"제12대, 제13대, 제15대, 제16대, 제18대"
MPF3818N,김일주,金日柱,"Kim,IL-Joo",1933-05-07,자유민주연합,경기 안양시만안구,지역구,,"한국조폐공사파업유도진상조사를위한국정조사특별위원회, IMF환란원인규명과경제위기진상조사를위한국정조사특별위원회, 2002년월드컵등국제경기대회지원특별위원회, 교육위원회, 환경노동위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/MPF3818N.jpg,,제15대
XJ268659,김임식,金任植,,1923-04-18,민주공화당/민주공화당/민주공화당/민주공화당,"부산 진구갑/부산 진구갑/부산 진구/부산 진,북구",지역구/지역구/지역구/지역구,,"국회운영위원회, 재정경제위원회, 예산결산특별위원회, 상공위원회/재무위원회, 예산결산특별위원회, 국회운영위원회, 상공위원회/재무위원회, 교통체신위원회, 국회운영위원회, 국회상임위원회위원정수에관한규칙중개정안기초특별위원회/재무위원회",4선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/XJ268659.jpg,,"제6대, 제8대, 제9대, 제10대"
X7E7893P,김장겸,金張謙,KIM JANGKYOM,1961-05-08,국민의미래,비례대표,비례대표,과학기술정보방송통신위원회,과학기술정보방송통신위원회,초선,남,02-784-6346,623kimjk@gmail.com,,의원회관 623호,https://www.assembly.go.kr/static/portal/img/openassm/new/51872f0dbc5948d0b7e94700969cf6ec.jpg,[학 력] &middot; 고려대학교 대학원 석사 &middot; 고려대학교 학사 &middot; 마산고등학교 졸업 [경 력] &middot; (현) 제22대 국회의원(비례대표/국민의힘) &middot; (현) 국민의힘 미디어특별위원회 위원 &middot; (전) 국민의힘 가짜뉴스 괴담방지 특별위원회 위원장 &middot; (전) 국민의힘 포털TF 위원장 &middot; (전) MBC 대표이사 &middot; (전) 대법원 양형위원회 양형위원,제22대
